,item_id,product,available_quantity,original_price,warranty,listing_type_id,tags,price,accepts_mercadopago,category_id,seller_address.country.name,seller_address.state.name,initial_quantity,domain_id,buying_mode,catalog_product_id,health,start_time,base_price,official_store_id,status,title,seller_id,sold_quantity,condition,questions_total,user_seller_reputation.transactions.canceled,user_seller_reputation.transactions.ratings.negative,user_user_type,user_seller_reputation.level_id,user_seller_reputation.power_seller_status,user_nickname,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.positive,product_domain_id,product_name,reviews_total
48,MLA875191656,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2020-08-26T13:30:00.000Z,80000.0,,active,Macbook Pro 15  2010 I7 2.66gz 8g Ram 500g Hd Bat Nueva,164032151,0,used,22.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
49,MLA868697155,Apple Macbook,2,,Garantía de fábrica: 1 años,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",640890.0,True,MLA1652,Argentina,Capital Federal,100,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.7,2020-07-17T17:50:53.000Z,640890.0,,active,Macbook Pro 16 2020 Ssd 1tb I9 16g Ram En Español Touchbar ,210018018,0,new,16.0,477.0,0.02,normal,5_green,platinum,LATITUDES SUR,5209.0,0.01,0.97,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
50,MLA877381906,Apple Macbook,1,379999,Garantía de fábrica: 12 meses,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",288500.0,True,MLA1652,Argentina,Capital Federal,8,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-09-08T13:31:33.000Z,288500.0,,active,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb C,110242209,5,new,12.0,899.0,0.01,normal,5_green,platinum,VEINTEDOCEPC,17228.0,0.02,0.97,,,
51,MLA875632525,Apple Macbook,1,315999,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",239000.0,True,MLA1652,Argentina,Capital Federal,14,MLA-NOTEBOOKS,buy_it_now,,0.7,2020-08-29T02:30:57.000Z,239000.0,,active,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb,110242209,5,new,32.0,899.0,0.01,normal,5_green,platinum,VEINTEDOCEPC,17228.0,0.02,0.97,,,
52,MLA874451923,Apple Macbook,1,,,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",324436.0,True,MLA1652,Argentina,Capital Federal,9,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-08-21T13:49:29.000Z,324436.0,,active,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,169311474,1,new,1.0,309.0,0.02,normal,5_green,platinum,VIRTUAL-ELECTRO,4037.0,0.02,0.96,,,
53,MLA874446527,Apple Macbook,1,,,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",253060.0,True,MLA1652,Argentina,Capital Federal,10,MLA-NOTEBOOKS,buy_it_now,,0.7,2020-08-21T12:50:33.000Z,253060.0,,active,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,169311474,2,new,20.0,309.0,0.02,normal,5_green,platinum,VIRTUAL-ELECTRO,4037.0,0.02,0.96,,,
54,MLA865520593,Apple Macbook,1,,Garantía de fábrica: 6 meses,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",169999.0,True,MLA1652,Argentina,Capital Federal,2,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.7,2020-07-01T16:49:20.000Z,169999.0,,active,Macbook Air 2020 Retina Sensor Id Ssd256gb Stock ,193659561,1,new,44.0,388.0,0.01,normal,5_green,platinum,JFS TECH,6780.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Air A2179,
55,MLA874201428,Apple Macbook,1,,Garantía del vendedor: 3 meses,gold_special,"['poor_quality_thumbnail', 'extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",15000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.6,2020-08-20T03:41:15.000Z,15000.0,,active,Cambio Gpu Macbook Pro 15  17  Amd 2011 Por Uno Nuevo,164032151,0,new,25.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
56,MLA695701966,Apple Macbook,1,,Factura A y B . Garantía Oficial en Argentina,gold_special,"['incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",9990.0,True,MLA1652,Argentina,Capital Federal,7,MLA-NOTEBOOKS,buy_it_now,,0.5,2017-12-05T22:09:04.000Z,9990.0,,active,Kingston 8gb 1600mhz P/ Macbook Pro 13 Y 15 Inch Mid 2012,22947046,5,new,41.0,20.0,0.0,normal,5_green,,NETSTYLE.IT.ONLINE,226.0,0.0,1.0,,,
57,MLA885976724,Apple Macbook,500,,Garantía del vendedor: 3 meses,gold_special,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",169999.0,True,MLA1652,Argentina,Capital Federal,1002,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.7,2020-10-29T15:36:48.000Z,169999.0,,active,Apple Macbook Air 10th Gen Pantalla 13.3´´ 256gb 8gb Ram,309453406,3,new,10.0,2561.0,0.04,normal,5_green,platinum,BAZA 10,25718.0,0.02,0.94,MLA-NOTEBOOKS,Apple MacBook Air A2179,
58,MLA881489801,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",275000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.81,2020-09-29T23:16:27.000Z,275000.0,,active,Apple Macbook Air 2020 13.3 I7 16gb 256ssd Garantia 2021 ,763104,0,new,2.0,14.0,0.01,normal,5_green,,GROWBIGSTORE-MP,297.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Air A2179,
59,MLA876213468,Apple Macbook,1,,Garantía de fábrica: 2 meses,gold_pro,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",149000.0,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,,0.9,2020-09-01T23:10:06.000Z,149000.0,,active,Macbook Air 13-inch 4gb Core I5 Como Nueva Envio Gratis,20024155,0,new,12.0,255.0,0.03,normal,5_green,platinum,PLANET CYCLE,2570.0,0.01,0.96,,,
60,MLA866198928,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_thumbnail', 'brand_verified', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",165000.0,True,MLA1652,Argentina,Capital Federal,5,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.66,2020-07-04T01:01:44.000Z,165000.0,,active,Macbook Air 2020 Contado $ 160.000 - Core-i3-8gb-ssd 256gb,482819026,0,new,111.0,8.0,0.0,normal,3_yellow,,FEEDBACKGROUP-LA PATERNAL,41.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A2179,
61,MLA876288669,Apple Macbook,1,,Sin garantía,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",200000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-09-02T13:25:07.000Z,200000.0,,active,"Macbook Pro 13 I5 2,4 4gb Ssd 128 Retina Disp 2013 Impecable",169232216,0,used,,1322.0,0.02,normal,5_green,platinum,CYCLES MOTO,19285.0,0.02,0.96,,,
62,MLA758832906,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.77,2018-11-19T01:16:39.000Z,80000.0,,active,Macbook Pro 15 Quadcore I7 2.2 Ghz 8g 500g 2011,164032151,0,used,49.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
63,MLA904508525,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",234900.0,True,MLA1652,Argentina,Entre Ríos,3,MLA-NOTEBOOKS,buy_it_now,MLA16591147,0.87,2021-01-16T20:26:16.000Z,234900.0,,active,"Apple Macbook Air Chip M1 (13.3¨,8 Gb, 512ssd. En Stock!",648192814,1,new,1.0,0.0,0.0,normal,,,GLOBALE SHOP,8.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11,
64,MLA875692228,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",73000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15306716,0.66,2020-08-29T17:14:00.000Z,73000.0,,active,Macbook Air 13  2011 Core I5 1.7gz 4g Ram 256g Ssd,164032151,0,used,6.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,MLA-NOTEBOOKS,Apple MacBook Air A1466,
65,MLA862544622,Apple Macbook,500,,Garantía de fábrica: 12 meses,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",429999.0,True,MLA1652,Argentina,Capital Federal,1000,MLA-NOTEBOOKS,buy_it_now,,1.0,2020-06-16T13:30:59.000Z,429999.0,,active,New Macbook Pro 2020 Touchbar Ssd256 8gb Garantia Factura,225480741,1,new,22.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,,,
66,MLA883010790,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",359999.0,True,MLA1652,Argentina,Capital Federal,3,MLA-NOTEBOOKS,buy_it_now,,0.8,2020-10-08T14:42:03.000Z,359999.0,,active,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",176546321,0,new,4.0,347.0,0.01,normal,5_green,platinum,GOPRO STORE,4696.0,0.01,0.98,,,
67,MLA903925339,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",332500.0,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.9,2021-01-12T12:37:45.000Z,332500.0,,active,Notebook Apple Macbook Air 2020 13.3 I7 16gb 512ssd Cuotas,188368799,0,new,0.0,1605.0,0.01,normal,5_green,platinum,REDNETCORP,26632.0,0.01,0.98,MLA-NOTEBOOKS,Apple MacBook Air A2179,
68,MLA878881367,Apple Macbook,1,,Sin garantía,gold_special,"['immediate_payment', 'cart_eligible']",64999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.62,2020-09-15T18:08:40.000Z,64999.0,,active,"Macbook Air 11 Apple A1370, S/drive Apple A1379 Permuto Moto",716743,0,used,22.0,7.0,0.0,normal,5_green,,MELODIASDEMIVIDA,55.0,0.0,1.0,,,
69,MLA897277675,Apple Macbook,1,,Sin garantía,gold_special,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",97999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.75,2020-11-15T13:57:22.000Z,97999.0,,active,Notebook Macbook Pro 13 2015 I5 4gb Ñ Disco Ssd Idem Nueva,577806365,0,used,18.0,2.0,0.0,normal,5_green,,QUECOSABUENATIENDA,12.0,0.0,1.0,,,
70,MLA902366208,Apple Macbook,1,,Garantía del vendedor: 15 días,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",105000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.75,2020-12-27T21:55:38.000Z,105000.0,,active,"Permuto Macbook Pro 13, Core I5, 16gb, 296 Ciclos, Impoluta",120664,0,used,23.0,4.0,0.0,normal,5_green,,GEEK HEAVEN,26.0,0.01,0.99,,,
71,MLA736663866,Apple Macbook,1,,1 Mes,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",400.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.75,2018-07-11T17:44:40.000Z,400.0,,active,Vendo Partes Macbook Pro 13 A1278 Todos Los Años,164032151,0,used,353.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
72,MLA904024220,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",445000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15552876,0.55,2021-01-13T00:56:57.000Z,445000.0,,active,"Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz",191364111,0,used,0.0,0.0,0.0,normal,5_green,,ANAHANPACHECO,20.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Pro A1989 (2019),
73,MLA874727735,Apple Macbook,1,,Garantía de fábrica: 1 años,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",484999.99,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15532281,0.66,2020-08-23T04:40:44.000Z,484999.99,,active,Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2ll/a  2020   Todo Apple ,162133415,0,new,,1.0,0.0,normal,,,MUCHOPARAVER1,1.0,1.0,0.0,MLA-NOTEBOOKS,Apple MacBook Pro A2141,
74,MLA896403893,Apple Macbook,1,,Sin garantía,gold_special,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",469899.0,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,MLA15552876,0.77,2020-11-09T18:02:20.000Z,469899.0,,active,Macbook Pro I7 Radeon Pro 555x 15  256ssd 16gb Touchbar 2019,187497517,0,used,11.0,1133.0,0.02,normal,5_green,platinum,MULTI.EQUIP,8252.0,0.01,0.97,MLA-NOTEBOOKS,Apple MacBook Pro A1989 (2019),
75,MLA824781501,Apple Macbook,1,,1 Mes,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",90000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.55,2019-11-12T01:41:39.000Z,90000.0,,active,Macbook Pro 15 Quadcore I7 2.2 Ghz 16g Ram Ssd 240 G 2011,164032151,0,used,72.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
76,MLA853482641,Apple Macbook,500,,Garantía de fábrica: 12 meses,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",399999.0,True,MLA1652,Argentina,Capital Federal,1002,MLA-NOTEBOOKS,buy_it_now,,1.0,2020-05-05T19:46:41.000Z,399999.0,,active,New Macbook Air Retina 2020 13  A2179 I5 Ssd512gb 8gb ,225480741,3,new,28.0,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,,,
77,MLA903194453,Apple Macbook,1,,Sin garantía,gold_pro,"['immediate_payment', 'cart_eligible']",89999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.87,2021-01-05T17:16:40.000Z,89999.0,,active,"Macbook Air 11, Mid 2012 128 Gb Ram 4gb Intel I5",159926741,0,used,3.0,3.0,0.0,normal,5_green,,DOGRAN-D,27.0,0.06,0.94,,,
78,MLA898646491,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",245004.64,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,,0.7,2020-11-25T00:40:48.000Z,245004.64,,active,Macbook Air 13.3 I5 Ram 8gb Ssd 256gb Macos Apple Mac,116239336,0,new,,483.0,0.01,normal,5_green,platinum,GRUPO-TECNO,5773.0,0.01,0.98,,,
79,MLA899708014,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",248050.0,True,MLA1652,Argentina,Capital Federal,2,MLA-NOTEBOOKS,buy_it_now,,0.9,2020-12-02T19:12:57.000Z,248050.0,,active,Apple Macbook Air 13.3 I3 8gb Ssd 256gb 2020 Retina,183000192,0,new,,544.0,0.02,normal,5_green,platinum,STECSOLUCIONESTECNOLÓGICAS,6691.0,0.02,0.96,,,
80,MLA865969470,Apple Macbook,1,,Garantía del vendedor: 1 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",125000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15741417,0.66,2020-07-03T05:22:07.000Z,125000.0,,active,Macbook Pro Retina 13  2015 I5 2.7gz 8g Ram 120g Ssd 300 Cic,164032151,0,used,,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,MLA-NOTEBOOKS,Apple MacBook Pro A1502,
81,MLA753063752,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",90000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2018-10-13T13:29:14.000Z,90000.0,,active,Macbook Pro 15 I7 2.2 Ghz 16g 500 Hd  2011 Bat 400 Ciclos,164032151,0,used,,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
82,MLA901884707,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_thumbnail', 'brand_verified', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",189688.92,True,MLA1652,Argentina,Capital Federal,5,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.7,2020-12-21T20:38:22.000Z,189688.92,1545,active,Apple Macbook Air 13  I3 8gb 256gb 2020 10g Space Grey ,293425181,0,new,3.0,541.0,0.07,brand,5_green,platinum,SHOPNOWSRL,11400.0,0.03,0.9,MLA-NOTEBOOKS,Apple MacBook Air A2179,
83,MLA881436663,Apple Macbook,1,,Garantía de fábrica: 1 años,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",196900.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15555683,0.8,2020-09-29T19:33:35.000Z,196900.0,,active,Macbook Air 13 Ultimo Modelo 2020 Space Gray,11884210,0,new,8.0,412.0,0.02,normal,5_green,platinum,RYKLATINO,4788.0,0.02,0.96,MLA-NOTEBOOKS,Apple MacBook Air A1932 (True Tone 2019),
84,MLA860731947,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",178000.0,True,MLA1652,Argentina,Capital Federal,3,MLA-NOTEBOOKS,buy_it_now,MLA15306716,0.7,2020-06-07T02:28:20.000Z,178000.0,,active,Macbook Air 13.3 Marzo 2020 Space Gray,27416075,0,new,39.0,1.0,0.05,normal,,,GONZA MR,4.0,0.0,0.95,MLA-NOTEBOOKS,Apple MacBook Air A1466,
85,MLA901074540,Apple Macbook,1,,Garantía de fábrica: 6 meses,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",452200.0,True,MLA1652,Argentina,Capital Federal,3,MLA-NOTEBOOKS,buy_it_now,MLA16267559,0.7,2020-12-14T21:39:59.000Z,452200.0,,active,Apple 13.3 Macbook Pro M1 Chip Myd92e/a 8gb 512gb _1,470817630,2,new,,193.0,0.03,normal,5_green,gold,HDMI ONLINE,1863.0,0.01,0.96,MLA-NOTEBOOKS,Apple MacBook Pro A2251 (Mid 2020),
86,MLA760732474,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2018-12-02T01:13:07.000Z,80000.0,,active,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g  250g Ssd 2011,164032151,0,used,,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
87,MLA899706353,Apple Macbook,3,,Garantía de fábrica: 12 meses,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",325490.0,True,MLA1652,Argentina,Capital Federal,4,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.9,2020-12-02T19:08:32.000Z,325490.0,,active,Macbook Air 13.3 Retina I5 8gb Ssd 512gb 2020 Mvh22,183000192,0,new,0.0,544.0,0.02,normal,5_green,platinum,STECSOLUCIONESTECNOLÓGICAS,6691.0,0.02,0.96,MLA-NOTEBOOKS,Apple MacBook Air A2179,
88,MLA777209642,Apple Macbook,1,,Garantía del vendedor: 30 días,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",95000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.55,2019-03-23T02:45:12.000Z,95000.0,,active,Macbook Pro 15 Quadcore I7 2.2gz 16g  500g Hd 2011,164032151,1,used,122.0,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
89,MLA758824649,Apple Macbook,1,,Garantía del vendedor: 5 días,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",300000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.88,2018-11-18T22:54:52.000Z,300000.0,,active,Apple Macbook Pro 13¨ Core I7 2.9 A1278 - Espectacular!!!,55580130,0,used,32.0,61.0,0.01,normal,5_green,gold,MARINACAPAT,1496.0,0.0,0.99,,,
90,MLA885432260,Apple Macbook,600,,Garantía de fábrica: 12 meses,gold_pro,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",269999.0,True,MLA1652,Argentina,Capital Federal,1200,MLA-NOTEBOOKS,buy_it_now,MLA15913938,1.0,2020-10-26T12:04:38.000Z,269999.0,,active,Macbook Air 2020 Ssd256+adaptador Hub+auriculares I12+funda,225480741,1,new,,335.0,0.0,normal,5_green,platinum,MLSERCOFIN,4411.0,0.0,1.0,MLA-NOTEBOOKS,Apple MacBook Air A2179,
91,MLA886695519,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",249999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15248256,0.8,2020-11-04T01:21:30.000Z,249999.0,,active,Macbook Pro 13 Touch Bar I5 8gb 128gb Huella 2019 Tienda Hyt,216203805,0,new,3.0,1364.0,0.02,normal,5_green,platinum,HYT.COM.AR,16860.0,0.01,0.97,MLA-NOTEBOOKS,Apple MacBook Pro A2159,
92,MLA843187260,Apple Macbook,1,,Sin garantía,gold_special,"['dragged_bids_and_visits', 'incomplete_technical_specs', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",165000.0,True,MLA1652,Argentina,Buenos Aires,1,MLA-NOTEBOOKS,buy_it_now,,0.62,2020-03-11T09:23:32.000Z,165000.0,,active,Macbook Air 13.3´ Mjve2ll/a Modelo 2015,31599555,0,used,,1.0,0.0,normal,5_green,,MARIA ESCO,16.0,0.01,0.99,,,
93,MLA904220200,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_pro,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",224399.0,True,MLA1652,Argentina,Capital Federal,11,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.8,2021-01-14T16:11:51.000Z,224399.0,,active,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta2,69541508,0,new,0.0,4283.0,0.04,normal,5_green,platinum,TIENDA DELTA,47663.0,0.02,0.94,MLA-NOTEBOOKS,Apple MacBook Air A2179,
94,MLA904220021,Apple Macbook,1,,Garantía de fábrica: 12 meses,gold_special,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",180399.0,True,MLA1652,Argentina,Capital Federal,11,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.7,2021-01-14T16:07:45.000Z,180399.0,,active,Macbook Air I3 8gb 256gb 13.3'' A2179 Delta,69541508,0,new,,4283.0,0.04,normal,5_green,platinum,TIENDA DELTA,47663.0,0.02,0.94,MLA-NOTEBOOKS,Apple MacBook Air A2179,
95,MLA750477717,Apple Macbook,1,,,gold_special,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",80000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.66,2018-09-29T14:12:36.000Z,80000.0,,active,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g 500g 2011 Bat 5 Hs,164032151,0,used,,107.0,0.01,normal,5_green,silver,SERVICIOSAPPLEMAC,342.0,0.02,0.97,,,
96,MLA877005086,Apple Macbook,1,,Garantía del vendedor: 3 meses,gold_special,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",6000.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,,0.55,2020-09-06T03:12:22.000Z,6000.0,,active,Macbook Pro 15 A1398 X Repuestos: Cooler/micrófono/audiojack,69360809,0,used,80.0,1.0,0.0,normal,5_green,,PATCHWORK.SU,38.0,0.0,1.0,,,
97,MLA885311175,Apple Macbook,1,,Sin garantía,gold_special,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",184999.0,True,MLA1652,Argentina,Capital Federal,1,MLA-NOTEBOOKS,buy_it_now,MLA15913938,0.77,2020-10-25T03:50:53.000Z,184999.0,,active,Macbook Air 13 Mwtk2ll/a-i3-8gb-256ssd- Caja Cerrada Sellada,75108434,0,new,11.0,17.0,0.01,normal,5_green,,HERNAN.IDIARTE,53.0,0.0,0.99,MLA-NOTEBOOKS,Apple MacBook Air A2179,
